Order Date,Sum of Sales
2015-04-06 00:00:00,1192.31
2015-04-07 00:00:00,1138.288
2015-04-09 00:00:00,1071.284
2015-04-10 00:00:00,505.58
2015-04-12 00:00:00,5185.814
2015-05-01 00:00:00,295.272
2015-05-03 00:00:00,1969.267
2015-05-04 00:00:00,2974.058
2015-05-06 00:00:00,1533.198
2015-05-07 00:00:00,121.646
2015-05-08 00:00:00,72.65
2015-05-09 00:00:00,934.103
2015-05-10 00:00:00,851.092
2015-05-11 00:00:00,834.874
2015-05-12 00:00:00,897.322
2015-06-01 00:00:00,31.538
2015-06-02 00:00:00,2432.544
2015-06-03 00:00:00,1555.244
2015-06-04 00:00:00,140.004
2015-06-07 00:00:00,1379.812
2015-06-08 00:00:00,494.8692
2015-06-09 00:00:00,1005.654
2015-06-11 00:00:00,11.481
2015-06-12 00:00:00,6061.502
2015-07-02 00:00:00,324.11
2015-07-03 00:00:00,807.54
2015-07-04 00:00:00,907.436
2015-07-05 00:00:00,305.622
2015-07-06 00:00:00,59.768
2015-07-08 00:00:00,968.206
2015-07-09 00:00:00,2922.667
2015-07-11 00:00:00,3073.073
2015-07-12 00:00:00,1338.298
2015-08-02 00:00:00,129.092
2015-08-03 00:00:00,2563.296
2015-08-05 00:00:00,3981.968
2015-08-06 00:00:00,1083.112
2015-08-07 00:00:00,21.12
2015-08-08 00:00:00,840.102
2015-08-09 00:00:00,89.64
2015-08-10 00:00:00,222.12
2015-08-11 00:00:00,12196.997
2015-08-12 00:00:00,2672.728
2015-09-01 00:00:00,364.07
2015-09-02 00:00:00,785.552
2015-09-03 00:00:00,478.008
2015-09-04 00:00:00,757.992
2015-09-05 00:00:00,48.81
2015-09-06 00:00:00,797.116
2015-09-07 00:00:00,1587.114
2015-09-08 00:00:00,4878.392
2015-09-10 00:00:00,2133.535
2015-09-11 00:00:00,4620.292
2015-09-12 00:00:00,34.02
2015-10-01 00:00:00,1018.104
2015-10-02 00:00:00,77.24
2015-10-03 00:00:00,90.932
2015-10-04 00:00:00,169.542
2015-10-05 00:00:00,154.442
2015-10-07 00:00:00,43.286
2015-10-08 00:00:00,851.474
2015-10-09 00:00:00,1415.726
2015-10-10 00:00:00,2248.194
2015-10-11 00:00:00,3536.904
2015-10-12 00:00:00,3080.38
2015-11-04 00:00:00,1328.346
2015-11-05 00:00:00,191.968
2015-11-06 00:00:00,3373.564
2015-11-07 00:00:00,1941.952
2015-11-08 00:00:00,196.112
2015-11-09 00:00:00,1962.13
2015-11-10 00:00:00,1011.8955
2015-11-11 00:00:00,542.178
2015-11-12 00:00:00,1590.894
2015-12-01 00:00:00,854.614
2015-12-03 00:00:00,51.016
2015-12-04 00:00:00,40.74
2015-12-05 00:00:00,1060.35
2015-12-06 00:00:00,174.476
2015-12-07 00:00:00,2052.567
2015-12-09 00:00:00,707.824
2015-12-10 00:00:00,2390.758
2015-12-11 00:00:00,1127.992
2015-12-12 00:00:00,1448.854
2016-01-02 00:00:00,161.97
2016-01-03 00:00:00,6285.806
2016-01-04 00:00:00,2161.48
2016-01-05 00:00:00,517.866
2016-01-07 00:00:00,1724.376
2016-01-08 00:00:00,1124.648
2016-01-09 00:00:00,5766.152
2016-01-10 00:00:00,781.414
2016-01-11 00:00:00,453.374
2016-01-12 00:00:00,7365.455
2016-02-01 00:00:00,405.92
2016-02-02 00:00:00,8996.784
2016-02-04 00:00:00,1454.9
2016-02-05 00:00:00,1098.136
2016-02-06 00:00:00,157.844
2016-02-07 00:00:00,772.786
2016-02-08 00:00:00,482.584
2016-02-09 00:00:00,6792.193
2016-02-10 00:00:00,18452.972
2016-02-12 00:00:00,4684.616
2016-03-01 00:00:00,2095.83
2016-03-02 00:00:00,866.4
2016-03-03 00:00:00,7264.422
2016-03-04 00:00:00,441.198
2016-03-05 00:00:00,1099.013
2016-03-06 00:00:00,71.088
2016-03-07 00:00:00,847.7
2016-03-08 00:00:00,248.82
2016-03-09 00:00:00,2365.596
2016-03-10 00:00:00,1680.696
2016-03-11 00:00:00,3802.796
2016-03-12 00:00:00,5269.816
2016-04-01 00:00:00,1069.22
2016-04-02 00:00:00,197.868
2016-04-03 00:00:00,315.45
2016-04-04 00:00:00,970.194
2016-04-06 00:00:00,2316.523
2016-04-07 00:00:00,1651.301
2016-04-08 00:00:00,497.91
2016-04-09 00:00:00,4532.042
2016-04-10 00:00:00,5912.782
2016-04-11 00:00:00,3888.818
2016-04-12 00:00:00,944.286
2016-05-01 00:00:00,255.904
2016-05-02 00:00:00,2994.476
2016-05-03 00:00:00,162.344
2016-05-04 00:00:00,1046.334
2016-05-05 00:00:00,2701.28
2016-05-06 00:00:00,659.82
2016-05-08 00:00:00,197.05
2016-05-09 00:00:00,5226.348
2016-05-11 00:00:00,4266.8988
2016-05-12 00:00:00,5267.004
2016-06-02 00:00:00,132.224
2016-06-03 00:00:00,811.303
2016-06-04 00:00:00,1294.75
2016-06-05 00:00:00,236.96
2016-06-06 00:00:00,6026.312
2016-06-08 00:00:00,320.388
2016-06-09 00:00:00,1313.536
2016-06-10 00:00:00,830.4
2016-06-11 00:00:00,773.256
2016-06-12 00:00:00,3878.276
2016-07-01 00:00:00,83.576
2016-07-02 00:00:00,762.142
2016-07-03 00:00:00,21.072
2016-07-04 00:00:00,1970.574
2016-07-05 00:00:00,4835.976
2016-07-06 00:00:00,51.562
2016-07-07 00:00:00,3882.231
2016-07-08 00:00:00,179.97
2016-07-10 00:00:00,973.712
2016-07-11 00:00:00,3810.464
2016-08-01 00:00:00,1859.158
2016-08-02 00:00:00,1369.476
2016-08-03 00:00:00,2190.81
2016-08-04 00:00:00,2906.404
2016-08-05 00:00:00,1340.244
2016-08-07 00:00:00,2616.512
2016-08-08 00:00:00,1115.204
2016-08-09 00:00:00,4493.9836
2016-08-10 00:00:00,561.536
2016-08-11 00:00:00,993.9
2016-08-12 00:00:00,4709.095
2016-09-01 00:00:00,743.046
2016-09-02 00:00:00,121.83
2016-09-03 00:00:00,635.6
2016-09-04 00:00:00,1115.197
2016-09-05 00:00:00,1283.512
2016-09-06 00:00:00,1688.472
2016-09-07 00:00:00,573.286
2016-09-08 00:00:00,661.354
2016-09-09 00:00:00,84.992
2016-09-10 00:00:00,546.92
2016-09-11 00:00:00,479.97
2016-09-12 00:00:00,1855.483
2016-10-01 00:00:00,174.75
2016-10-03 00:00:00,7879.734
2016-10-04 00:00:00,950.594
2016-10-05 00:00:00,763.02
2016-10-06 00:00:00,1412.396
2016-10-07 00:00:00,895.895
2016-10-09 00:00:00,2094.324
2016-10-10 00:00:00,282.753
2016-10-11 00:00:00,4723.478
2016-10-12 00:00:00,3459.71
2016-11-01 00:00:00,149.444
2016-11-02 00:00:00,69.93
2016-11-03 00:00:00,896.022
2016-11-05 00:00:00,5.98
2016-11-06 00:00:00,1623.416
2016-11-08 00:00:00,151.82
2016-11-09 00:00:00,6501.586
2016-11-10 00:00:00,33.064
2016-11-11 00:00:00,4944.296
2016-11-12 00:00:00,6102.25
2016-12-02 00:00:00,1366.04
2016-12-03 00:00:00,1694.642
2016-12-04 00:00:00,1542.53
2016-12-05 00:00:00,918.878
2016-12-06 00:00:00,2962.563
2016-12-07 00:00:00,95.76
2016-12-08 00:00:00,3951.9605
2016-12-09 00:00:00,2043.792
2016-12-11 00:00:00,4914.938
2016-12-12 00:00:00,1981.115
2017-01-01 00:00:00,1481.828
2017-01-04 00:00:00,5972.988
2017-01-05 00:00:00,4108.37
2017-01-06 00:00:00,5058.362
2017-01-07 00:00:00,639.83
2017-01-08 00:00:00,2085.65
2017-01-09 00:00:00,1261.81
2017-01-10 00:00:00,2978.466
2017-01-11 00:00:00,2921.43
2017-01-12 00:00:00,5331.178
2017-02-01 00:00:00,2079.554
2017-02-02 00:00:00,913.354
2017-02-03 00:00:00,1450.126
2017-02-04 00:00:00,822.97
2017-02-05 00:00:00,399.11
2017-02-06 00:00:00,135.706
2017-02-07 00:00:00,169.192
2017-02-09 00:00:00,9354.854
2017-02-10 00:00:00,5418.022
2017-02-11 00:00:00,6294.386
2017-02-12 00:00:00,9951.182
2017-03-01 00:00:00,2070.272
2017-03-02 00:00:00,922.327
2017-03-03 00:00:00,2000.104
2017-03-04 00:00:00,32.528
2017-03-05 00:00:00,1386.346
2017-03-06 00:00:00,2952.036
2017-03-07 00:00:00,6963.404
2017-03-08 00:00:00,531.348
2017-03-09 00:00:00,1595.849
2017-03-10 00:00:00,2504.48
2017-03-11 00:00:00,4536.937
2017-03-12 00:00:00,1403.842
2017-04-02 00:00:00,32.67
2017-04-03 00:00:00,228.822
2017-04-04 00:00:00,808.47
2017-04-05 00:00:00,1389.405
2017-04-06 00:00:00,279.414
2017-04-08 00:00:00,20.07
2017-04-09 00:00:00,5360.202
2017-04-10 00:00:00,19.98
2017-04-11 00:00:00,10668.096
2017-04-12 00:00:00,2639.638
2017-05-02 00:00:00,2263.012
2017-05-03 00:00:00,1240.02
2017-05-05 00:00:00,185.123
2017-05-06 00:00:00,491.112
2017-05-07 00:00:00,476.354
2017-05-08 00:00:00,503.676
2017-05-09 00:00:00,327.044
2017-05-10 00:00:00,6684.616
2017-05-11 00:00:00,2355.064
2017-05-12 00:00:00,1453.136
2017-06-01 00:00:00,33.74
2017-06-02 00:00:00,904.354
2017-06-03 00:00:00,778.236
2017-06-04 00:00:00,114.42
2017-06-05 00:00:00,3183.3698
2017-06-06 00:00:00,31.35
2017-06-07 00:00:00,380.378
2017-06-08 00:00:00,1424.026
2017-06-10 00:00:00,1499.652
2017-06-11 00:00:00,4288.75
2017-06-12 00:00:00,10.68
2017-07-01 00:00:00,3395.59
2017-07-03 00:00:00,166.59
2017-07-04 00:00:00,1971.2905
2017-07-05 00:00:00,2549.468
2017-07-07 00:00:00,1620.25
2017-07-08 00:00:00,3479.624
2017-07-09 00:00:00,3848.565
2017-07-10 00:00:00,2749.21
2017-07-11 00:00:00,2413.378
2017-07-12 00:00:00,2916.514
2017-08-01 00:00:00,892.98
2017-08-03 00:00:00,843.1
2017-08-04 00:00:00,6401.93
2017-08-05 00:00:00,3658.554
2017-08-06 00:00:00,2227.038
2017-08-07 00:00:00,1980.264
2017-08-09 00:00:00,2184.327
2017-08-10 00:00:00,608.356
2017-08-11 00:00:00,384.1
2017-08-12 00:00:00,7643.041
2017-09-01 00:00:00,274.491
2017-09-02 00:00:00,773.764
2017-09-03 00:00:00,710.804
2017-09-04 00:00:00,1626.71
2017-09-05 00:00:00,1078.222
2017-09-06 00:00:00,939.133
2017-09-07 00:00:00,1671.214
2017-09-09 00:00:00,4356.061
2017-09-10 00:00:00,1496.589
2017-09-11 00:00:00,4751.492
2017-09-12 00:00:00,5470.39
2017-10-02 00:00:00,227.103
2017-10-03 00:00:00,1252.952
2017-10-04 00:00:00,755.529
2017-10-06 00:00:00,2513.343
2017-10-07 00:00:00,359.214
2017-10-08 00:00:00,1823.07
2017-10-09 00:00:00,2506.646
2017-10-10 00:00:00,239.358
2017-10-11 00:00:00,4007.548
2017-10-12 00:00:00,3873.559
2017-11-02 00:00:00,1241.516
2017-11-03 00:00:00,1973.708
2017-11-04 00:00:00,319.806
2017-11-05 00:00:00,449.469
2017-11-06 00:00:00,1580.894
2017-11-07 00:00:00,1728.892
2017-11-08 00:00:00,708.726
2017-11-09 00:00:00,5564.006
2017-11-11 00:00:00,1815.218
2017-11-12 00:00:00,2823.965
2017-12-01 00:00:00,848.52
2017-12-03 00:00:00,353.28
2017-12-04 00:00:00,69.66
2017-12-05 00:00:00,970.384
2017-12-06 00:00:00,1679.968
2017-12-07 00:00:00,3.816
2017-12-08 00:00:00,3693.084
2017-12-09 00:00:00,491.55
2017-12-10 00:00:00,5635.354
2017-12-11 00:00:00,2911.386
